GrantNumber,OutputId,Title,Abstract,PersistentIdentifier,PublicationDate,RepositoryLink,RepositoryName
163016,AF4B69DC-F9A2-4663-A1BA-475FD1E62E2A,Data set,"File formats are described in read_me.pdf files in the concerning folders. For plotting and data evaluation, Python 2.7 was used. Example scrips for plotting are provided.",doi:10.5281/zenodo.5146424,2021-08-25,https://zenodo.org/record/5146424#.YSc7YOBS90I,zenodo
163016,FA78CD14-8A6D-44A9-A828-BD03254BD192,Direct Observation of Worm‐Like Nanochannels and Emergent Magnon Motifs in Artificial Ferromagnetic Quasicrystals,"Raw data associated to the manuscript ‘’Direct Observation of Worm‐Like Nanochannels and Emergent Magnon Motifs in Artificial Ferromagnetic Quasicrystals‘’, Adv. Funct. Mater. 2001388 (2020). (DOI: https://doi.org/10.1002/adfm.202001388)File formats are described in read_me.pdf files in the concerning folders. For plotting and data evaluation, Python 2.7 and OOMMF were used. Example scrips for plotting are provided.",http://doi.org/10.5281/zenodo.3949942,2020-07-17,https://zenodo.org/record/3949942#.XxGtrhdS9UN,Zenodo
159587,186AFFAA-AA7F-471F-A383-4A652449B5AB,Field experiments with wild primates reveal no consistent dominance-based bias in social learning,nan,10.1016/j.anbehav.2017.11.025,2018-02-01,https://doi.org/10.1016/j.anbehav.2017.11.025,Appendix of the paper
159587,F545D093-C48B-4635-946B-4C69AE7226E5,Wild primates copy higher-ranked individuals in a social transmission experiment,"Little is known about how multiple social learning strategies interact and how organismsintegrate both individual and social information. Here we combine, in a wild primate, an opendiffusion experiment with a modeling approach: Network-Based Diffusion Analysis using adynamic observation network. The vervet monkeys we study were not provided with a trainedmodel; instead they had access to eight foraging boxes that could be opened in either of twoways. We report that individuals socially learn the techniques they observe in others. Afterhaving learnt one option, individuals are 31x more likely to subsequently asocially learn theother option than individuals naïve to both options. We discover evidence of a rank transmissionbias favoring learning from higher-ranked individuals, with no evidence for age, sex orkin bias. This fine-grained analysis highlights a rank transmission bias in a field experimentmimicking the diffusion of a behavioral innovation.",DOI:10.1038/s41467-019-14209-8,2020-12-23,https://doi.org/10.1038/s41467-019-14209-8,supplementary data
159587,A3111AF6-DA12-485D-AB07-73754E4C713E,Vervet monkeys greet adult males during high-risk situations,"Many animal species produce ritualized signals during dyadic encounters but the functions of such‘greeting’ behaviour vary considerably, or are often unknown. One established function is to acknowledgeexisting dominance relationships. At the same time, call rates often increase during social tension,suggesting additional functions, such as to appease higher-ranking individuals, or to maintain spatialproximity and friendly relations. For vervet monkeys, Chlorocebus pygerythrus, vocal behaviour has beenstudied extensively, but little research has been devoted to calls given during encounters between twoindividuals, i.e. grunts. Here, we examined how individual and relationship features affected the vocalgreeting behaviour of wild vervet monkeys in different ecological and social situations. We used aninformation theory approach to investigate the functional hypotheses of vervet monkeys' vocal greetingsignals. We found little support for the main functions proposed in the literature, that is, to signalsubmission, to avoid conflicts, to test social bonds or to coordinate group activity. Results supported theuse of grunts to signal benign intent, and we found that grunts were mostly given to closely bondedmales near rivers, suggesting that vervet monkeys use vocal greeting signals to recruit individuals insituations of danger to reduce predation risk.",https://figshare.com/s/259509e0b8b29fe81b90,2017-10-01,https://figshare.com/s/259509e0b8b29fe81b90,Figshare
156172,E2366D58-0AB1-4E7A-8868-C3E7F0CD7B40,Risk Preference: A View from Psychology,nan,https://www.aeaweb.org/articles?id=10.1257/jep.32.2.155,2018-05-01,DOI: 10.1257/jep.32.2.155,American Economic Association
179155,56A8E9E5-7AE5-4465-959F-42EAF70D8321,Probing Quantum Confinement and Electronic Structure at Polar Oxide Interfaces,"Polar discontinuities occurring at interfaces between two materials constitute both a challenge and an opportunity in the study and application of a variety of devices. In order to cure the large electric field occurring in such structures, a reconfiguration of the charge landscape sets in at the interface via chemical modifications, adsorbates, or charge transfer. In the latter case, one may expect a local electronic doping of one material: one example is the two-dimensional electron liquid (2DEL) appearing in SrTiO3 once covered by a polar LaAlO3 layer. Here, it is shown that tuning the formal polarization of a (La,Al)1−x(Sr,Ti)xO3 (LASTO:x) overlayer modifies the quantum confinement of the 2DEL in SrTiO3 and its electronic band structure. The analysis of the behavior in magnetic field of superconducting field-effect devices reveals, in agreement with ab initio calculations and self-consistent Poisson-Schrödinger modeling, that quantum confinement and energy splitting between electronic bands of different symmetries strongly depend on the interface total charge densities. These results strongly support the polar discontinuity mechanisms with a full charge transfer to explain the origin of the 2DEL at the celebrated LaAlO3/SrTiO3 interface and demonstrate an effective tool for tailoring the electronic structure at oxide interfaces.",10.26037/yareta:67wx2i7mpjg4nh6gjbtroxfdpy,2018-06-24,https://doi.org/10.26037/yareta:67wx2i7mpjg4nh6gjbtroxfdpy,Yareta
179155,BB17E72E-E884-4C99-8693-489D3B8A56C5,Thickness-Dependent Perovskite Octahedral Distortions at Heterointerfaces,"In this study, we analyze how the octahedral tilts and rotations of thin films of LaNiO3 and LaAlO3 grown on different substrates, determined using synchrotron X-ray diffraction-measured half-integer Bragg peaks, depend upon the total film thickness. We find a striking difference between films grown on SrTiO3 and LaAlO3 substrates which appears to stem not only from the difference in epitaxial strain state but also from the level of continuity at the heterointerface. In particular, the chemically and structurally discontinuous LaNiO3/SrTiO3 and LaAlO3/SrTiO3 interfaces cause a large variation in the octahedral network as a function of film thickness whereas the rather continuous LaNiO3/LaAlO3 interface seems to allow from just a few unit cells the formation of a stable octahedral pattern corresponding to that expected only given the applied biaxial strain.",10.26037/yareta:my3bdfiovfhunannc4slmmikwu,2019-05-22,https://doi.org/10.26037/yareta:my3bdfiovfhunannc4slmmikwu,Yareta
179155,06DFDD26-5246-4196-A6D5-518D2AD972EE,Optical properties of LaNiO3 films tuned from compressive to tensile strain,"This data set contains optical reflectivity, ellipsometry, optical conductivity, and transport experimental data and Density Function Theory numerical calculations of thin films of LaAlO3 on substrates of YAlO3, NdAlO3, LaAlO3, NdGaO3, and SrTiO3. The data were generated and analyzed during a study of the strain tuning of the optical properties of LaNiO3 films.Abstract: Materials with strong electronic correlations host remarkable -- and technologically relevant -- phenomena such as magnetism, superconductivity and metal-insulator transitions. Harnessing and controlling these effects is a major challenge, on which key advances are being made through lattice and strain engineering in thin films and heterostructures, leveraging the complex interplay between electronic and structural degrees of freedom. Here we show that the electronic structure of LaNiO3 can be tuned by means of lattice engineering. We use different substrates to induce compressive and tensile biaxial epitaxial strain in LaNiO3 thin films. Our measurements reveal systematic changes of the optical spectrum as a function of strain and, notably, an increase of the low-frequency free carrier weight as tensile strain is applied. Using density functional theory (DFT) calculations, we show that this apparently counter-intuitive effect is due to a change of orientation of the oxygen octahedra.The calculations also reveal drastic changes of the electronic structure under strain, associated with a Fermi surface Lifshitz transition. We provide an online applet to explore these effects. The experimental value of integrated spectral weight below 2 eV is significantly (up to a factor of 3) smaller than the DFT results, indicating a transfer of spectral weight from the infrared to energies above 2 eV. The suppression of the free carrier weight and the transfer of spectral weight to high energies together indicate a correlation-induced band narrowing and free carrier mass enhancement due to electronic correlations. Our findings provide a promising avenue for the tuning and control of quantum materials employing lattice engineering.",10.26037/yareta:jif2uzxdfrgctma6b4rknipqoe,2020-09-29,https://doi.org/10.26037/yareta:jif2uzxdfrgctma6b4rknipqoe,Yareta
179155,81F19A7D-02CC-41C1-8BB4-55119C7E2BAE,Role of point and line defects on the electronic structure of LaAlO3/SrTiO3 interfaces,"Realization of heterostructures containing multiple two-dimensional electron liquids requires a fine control of the fabrication process. Here, we report a structural and spectroscopy study of LaAlO3/SrTiO3/LaAlO3 trilayers grown on the SrTiO3 substrate by pulsed-laser deposition.  Scanning transmission electron microscopy with the help of ab initio calculations reveals that antisite defects associated with oxygen vacancies are primarily present in the SrTiO3 film (STO-f) close to the p-type interface (STO-f/LaAlO3), while oxygen vacancies prevail close to the top n-type interface (LaAlO3/STO-f). At the same interface, misfit dislocations relax the tensile strain of the top LaAlO3 layer. Combining x-ray absorption spectroscopy, x-ray linear dichroism, resonant photoemission spectroscopy, and electron energy loss spectroscopy, we observe that the 3d orbital reconstruction at the interface between LaAlO3 and the SrTiO3 substrate is confined over a few interfacial Ti planes while, at the top n-type interface (LaAlO3/STO-f), the absence of a dichroic signal can be related to the blurring of the interfacial orbital reconstruction due to the heterogeneity of defects.",10.26037/yareta:clk5af36yjgkdocrwb4nw5h574,2020-04-01,https://doi.org/10.26037/yareta:clk5af36yjgkdocrwb4nw5h574,Yareta
179155,9928C868-0CAD-48FF-B30D-78A8E7C5E692,High sensitivity variable-temperature infrared nanoscopy of conducting oxide interfaces,"Probing the local transport properties of two-dimensional electron systems (2DES) confined at buried interfaces requires a non-invasive technique with a high spatial resolution operating in a broad temperature range. In this paper, we investigate the scattering-type scanning near field optical microscopy as a tool for studying the conducting LaAlO3/SrTiO3 interface from room temperature down to 6 K. We show that the near-field optical signal, in particular its phase component, is highly sensitive to the transport properties of the electron system present at the interface. Our modeling reveals that such sensitivity originates from the interaction of the AFM tip with coupled plasmon-phonon modes with a small penetration depth. The model allows us to quantitatively correlate changes in the optical signal with the variation of the 2DES transport properties induced by cooling and by electrostatic gating. To probe the spatial resolution of the technique, we image conducting nano-channels written in insulating heterostructures with a voltage-biased tip of an atomic force microscope.",10.26037/yareta:cgvjv45ogffi3obuwfizlgvfty,2020-12-01,https://doi.org/10.26037/yareta:cgvjv45ogffi3obuwfizlgvfty,Yareta
179155,AF2DAE50-B372-48E4-903D-801D540664A6,Near-atomic-scale mapping of electronic phases in rare earth nickelate superlattices,"Nanoscale mapping of the distinct electronic phases characterizing the metal-insulator transition displayed by most of the rare-earth nickelate compounds is fundamental for discovering the true nature of this transition and the possible couplings that are established at the interfaces of nickelate-based heterostructures. Here, we demonstrate that this can be accomplished by using scanning transmission electron microscopy in combination with electron energy-loss spectroscopy. By tracking how the O K and Ni L edge fine structures evolve across two different NdNiO3/SmNiO3 superlattices, displaying either one or two metal-insulator transitions depending on the individual layer thickness, we are able to determine the electronic state of each of the individual constituent materials. We further map the spatial configuration associated with their metallic/insulating regions, reaching unit cell spatial resolution. With this, we estimate the width of the metallic/insulating boundaries at the NdNiO3/SmNiO3 interfaces, which is measured to be on the order of four unit cells.",10.26037/yareta:b5gpx2lvzjdpjo5pc7upmp3bjy,2021-03-08,https://doi.org/10.26037/yareta:b5gpx2lvzjdpjo5pc7upmp3bjy,Yareta
179155,CB0E5EAC-064D-499F-BBE8-B4D2FFBC425E,Length scales of interfacial coupling between metal and insulator phases in oxides,"Controlling phase transitions in transition metal oxides remains a central feature of both technological and fundamental scientific relevance. A well-known example is the metal-insulator transition, which has been shown to be highly controllable. However, the length scale over which these phases can be established is not yet well understood. To gain insight into this issue, we atomically engineered an artificially phase-separated system through fabricating epitaxial superlattices that consist of SmNiO3 and NdNiO3, two materials that undergo a metal-to-insulator transition at different temperatures. We demonstrate that the length scale of the interfacial coupling between metal and insulator phases is determined by balancing the energy cost of the boundary between a metal and an insulator and the bulk phase energies. Notably, we show that the length scale of this effect exceeds that of the physical coupling of structural motifs, which introduces a new framework for interface-engineering properties at temperatures against the bulk energetics.",10.26037/yareta:ese7b2ms6vbf3despucbkrlzla,2020-08-10,https://doi.org/10.26037/yareta:ese7b2ms6vbf3despucbkrlzla,Yareta
179155,A7AC5C39-7FD9-4277-AD60-B68917E1D1C8,"Ferroelectricity, Superconductivity, and SrTiO3 - Passions of K.A. Müller","SrTiO3 is an insulating material which, using chemical doping, pressure, strain or isotope substitution, can be turned into a ferroelectric material or into a superconductor. The material itself, and the two aforementioned phenomena, have been subjects of intensive research of Karl Alex Müller and have been a source of inspiration, among other things, for his Nobel prize-winning research on high temperature superconductivity. An intriguing outstanding question is whether the occurrence of ferroelectricity and superconductivity in the same material is just a coincidence, or whether a deeper connection exists. In addition there is the empirical question of how these two phenomena interact with each other. Here we show that it is possible to induce superconductivity in a two-dimensional layer at the interface of SrTiO3 and LaAlO3 when we make the SrTiO3 ferroelectric by means of18 O substitution. Our experiments indicate that the ferroelectricity is perfectly compatible with having a superconducting two-dimensional electron system at the interface. This provides a promising avenue for manipulating superconductivity in a non centrosymmetric environment.",10.26037/yareta:5rejm5foaba3nns3wm4sl5gxbu,2020-10-15,https://doi.org/10.26037/yareta:5rejm5foaba3nns3wm4sl5gxbu,Yareta
175729,48D4D23D-45A1-426C-93C9-7E9DF7C525DB,Dataset of “Resonant Band-Edge Emissive States in Strongly Confined CsPbBr3 Perovskite Nanoplatelets”,"Dataset underpinning the published article:Resonant Band-Edge Emissive States in Strongly Confined CsPbBr3 Perovskite Nanoplatelets.J. Phys. Chem. C, 2021, . DOI: 10.1021/acs.jpcc.1c01353DOI: 10.5281/zenodo.5018264",DOI: 10.5281/zenodo.5018264,2021-06-23,https://zenodo.org/record/5018264#.YO50hS0itB1,Zenodo
162362,85790F51-9725-40A6-8F76-09317E5750D8,An Easily Accessed Nickel Nanoparticle Catalyst for Alkene Hydrosilylation with Tertiary Silanes,nan,10.1002/anie.201606832,2016-09-26,https://infoscience.epfl.ch/record/225084?ln=en,EPFL
182447,BD34A0EA-FE14-4ABC-A0B2-1683D1196E74,Particle Spectra for L-chondrites R = 45 cm variable M,"Differential particle spectra for protons, neutrons, and alpha-particles for L-chondrites with a pre-atmophseric radius of 45 cm and variable solar modulation potential (between 100 MV - 1000 MV in steps of 50 MV). The particle spctra are in the unit [cm2 s MeV]^-1.",doi.org/10.7910/DVN/SDVHT5,2020-12-01,https://dataverse.harvard.edu,Harvards Dataverse
143435,F6500049-4E14-47B1-9C00-37E67F9BE03B,"GEODAR data of snow avalanches at Vallée de la Sionne: Seasons 2010/2011, 2011/2012, 2012/2013 & 2014/2015 [Data set].","This data repository contains radar data from 77 snow avalanches recorded using the GEODAR (GEOphysical flow dynamics using pulsed Doppler radAR) system at the Swiss full-scale avalanche testsite Vallée de la Sionne. GEODAR is a purpose built, advanced phased-array FMCW system.The data contain range-time plots of intensities gained from moving target identification (MTI) processing (-MTI.h5), an PDF preview image (-MTI.pdf), the trajectory of the front in range and time (-TRAJ-001.h5), the corresponding Thalweg as steepest descent from release area (-Thal-001.h5) and a processing info file in Matlab format (-info.mat).This document covers details about the different versions of the radar setup and raw data processing steps as well as a description of the repository content (see file geodar_repository.pdf).",10.5281/zenodo.1042108,2017-12-05,https://zenodo.org/record/1042108,zenodo
140876,D1931364-0286-409D-B8DC-61A1DC775333,Data from: Quality attracts parasites: host condition-dependent chemo-orientation of trematode larvae,nan,https://doi.org/10.5061/dryad.kn1bn,,https://datadryad.org/,dryad
140876,F0737DB4-9E34-4D0E-9D4B-A2C4BF4A7999,Data from: Natural selection on immune defense: a field experiment,nan,https://doi.org/10.5061/dryad.g743c,,https://datadryad.org/,dryad
140876,F2C6B33E-E198-4407-A82D-AE1A1D41686C,Data from: Relative importance of chemical attractiveness to parasites for susceptibility to trematode infection,nan,https://doi.org/10.5061/dryad.b4m648v,,https://datadryad.org/,dryad
159519,3817D254-634C-42BF-BA09-2714C4EAFA8B,Genome-Scale Identification of Essential Metabolic Processes for Targeting the Plasmodium Liver Stage,nan,10.1016/j.cell.2019.10.030,2019-11-01,http://lcsb-databases.epfl.ch/GEMs.,LCSB
159535,2B7685FC-814C-4C70-90A7-FA61E565B67E,"Temporary Sharing, Enduring Impressions: Instructions and Data",nan,https://osf.io/qaw2v/,2017-04-24,https://osf.io/qaw2v/,OSF
176376,EA34D930-0139-4BE1-B370-620F694158D7,swissexperiment.dta,Data related to a field experiment (correspondence test) on the Swiss apprenticeship market 2018/2019. The experiment investigated the effects of applicant gender and parental occupation in applications to apprenticeships on callback rates (invitations to interviews or trial apprenticeships).,https://doi.org/10.7910/DVN/PIUJW4,2019-04-11,https://doi.org/10.7910/DVN/PIUJW4,Harvard Dataverse
169198,B3EF39AE-E6D7-4E45-8309-A9EEA201F3F7,Connectome dataset for the publication: EEG and fMRI connectomes are reliably related: a simultaneous EEG-fMRI study from 1.5 T to 7T.,"EEG and connectivity matrices derived from resting state EEG-fMRI datasets of healthy controlsA related publication is available (Wirsich et al. 2020, BioRxiv, doi: 10.1101/2020.06.16.154625)  and in revision in a peer review journal.",doi: 10.5281/zenodo.3905103,2020-07-08,https://zenodo.org/record/3905103#.X53BeohKhdg,Zenodo
179157,17C00B85-B738-4132-AB37-31E650A39B68,"Open Data to the publication ""Isotope tuning of the superconducting dome of strontium titanate""","Dielectric constant, Raman data, resistivity data, magnetic susceptibility, Curie temperatures, superconducting Tc, quantum oscillations, mobility, of doped and isotope-substituted SrTi(18O16O1−y)3−δ for 0 ≤ y ≤ 0.81 and carrier concentrations between 6×10^17 y and 2 × 10^20 cm−3 (δ < 0.02)",DOI:10.26037/yareta:xcuitnfewvgmphwpuvmghrpoje,2021-12-24,https://yareta.unige.ch/#/home/detail/67b646e3-8506-4238-b896-069be74508d5,Yareta
179157,56B20C4E-9AB7-43D5-9A58-321F2DBA5CE4,Optical properties of LaNiO3 films tuned from compressive to tensile strain,"This data set contains optical reflectivity, ellipsometry, optical conductivity, and transport experimental data and Density Function Theory numerical calculations of thin films of LaAlO3 on substrates of YAlO3, NdAlO3, LaAlO3, NdGaO3, and SrTiO3. The data were generated and analyzed during a study of the strain tuning of the optical properties of LaNiO3 films.",DOI:10.26037/yareta:jif2uzxdfrgctma6b4rknipqoe,2020-10-29,https://doi.org/10.26037/yareta:jif2uzxdfrgctma6b4rknipqoe,Yareta
179157,2A2E50AF-05AE-4793-9387-A3B427FADBB3,"Infrared spectroscopy, Raman spectroscopy and x-ray diffraction of lithium purple bronze Li0.9Mo6O17 for pressure between 0 and 15 GPa",Open data to the publication “Pressure-induced structural transitions triggering dimensional crossover in lithium purple bronze Li0:9Mo6O17”,DOI:10.26037/yareta:oz4jlopcwnen5ndnsfpojaqjqa,2021-05-28,https://yareta.unige.ch/#/home/detail/12b05553-51b5-4833-a590-801bf3352db5,Yareta
175477,DF97DC3B-4853-414F-A682-5CEB65E071A7,"Data for article ""Brønsted and Lewis acid adducts of triazenes""",nan,10.5281/zenodo.3667627,,https://zenodo.org/record/3667627#.X6kgXWi2mHt,Zenodo
175477,BE0B0CAE-A184-4F67-B287-F1BCC0DFB867,Synthesis and Properties of 1-Acyl Triazenes,nan,https://zenodo.org/record/4639525#.YgOoJN8o8Q8,,https://zenodo.org/record/4639525#.YgOoJN8o8Q8,Zenodo
175477,5EF67F34-0FE1-4CE6-A1D8-FD33741D1FB2,"Data for article ""Nitrous oxide as diazo transfer reagent: the synthesis of triazolopyridines""",nan,https://zenodo.org/record/5635778#.YgOSxt8o8Q9,,https://zenodo.org/record/5635778#.YgOSxt8o8Q9,Zenodo
163318,DFF2C1B0-43E6-4AD6-BD37-5D5959675BC3,Data from: Natural selection on immune defense: a field experiment,nan,https://doi.org/10.5061/dryad.g743c,,https://datadryad.org/,dryad
138331,B535B141-F543-44C5-B898-248168B8026E,"The New Lamp Clarifying the History, Peoples, Languages and Traditions of Eastern Bhutan and Eastern Mon",nan,https://doi.org/10.5281/zenodo.1155036,2017-12-14,https://doi.org/10.5281/zenodo.1155036,Zenodo
138331,1647625A-039F-47D6-B368-A129594181BE,On-site Jomo Propitiation in Chug valley: overview file,nan,http://doi.org/10.5281/zenodo.1116328,2017-12-14,http://doi.org/10.5281/zenodo.1116328,Zenodo
138331,3CA402BB-888C-4DCB-8262-F7AAE4CB23D2,"Duhumbi Agricultural Practices - Description, Audio, Video, Photos",nan,https://doi.org/10.5281/zenodo.1174296,2018-02-16,https://doi.org/10.5281/zenodo.1174296,Zenodo
172558,748C30EC-C8E9-425D-A1B6-FC8A01258EE3,Constructing Europe’s Borders: Parliamentary Discourses Dataset,nan,https://doi.org/10.3929/ethz-b-000472717,2021-03-03,https://www.research-collection.ethz.ch/handle/20.500.11850/472717,ETH Zurich Research Collection
166476,21A431D3-321A-464F-9C5B-3A25FDEB21ED,Data_S01,"Understanding how to program biological functions into artificial DNA sequences remains a key challenge in synthetic genomics. Here, we report the chemical synthesis and testing of Caulobacter ethensis-2.0 ( C. eth-2.0 ), a rewritten bacterial genome composed of the most fundamental functions of a bacterial cell. We rebuilt the essential genome of Caulobacter crescentus through the process of chemical synthesis rewriting and studied the genetic information content at the level of its essential genes. Within the 785,701-bp genome, we used sequence rewriting to reduce the number of encoded genetic features from 6,290 to 799. Overall, we introduced 133,313 base substitutions, resulting in the rewriting of 123,562 codons. We tested the biological functionality of the genome design in C. crescentus by transposon mutagenesis. Our analysis revealed that 432 essential genes of C. eth-2.0 , corresponding to 81.5% of the design, are equal in functionality to natural genes. These findings suggest that neither changing mRNA structure nor changing the codon context have significant influence on biological functionality of synthetic genomes. Discovery of 98 genes that lost their function identified essential genes with incorrect annotation, including a limited set of 27 genes where we uncovered noncoding control features embedded within protein-coding sequences. In sum, our results highlight the promise of chemical synthesis rewriting to decode fundamental genome functions and its utility toward the design of improved organisms for industrial purposes and health benefits.",pnas.1818259116.sd01,2019-04-16,https://www.pnas.org/highwire/filestream/857873/field_highwire_adjunct_files/1/pnas.1818259116.sd01.xlsx,PNAS
163114,54C8E5B4-8D26-41EF-94E6-CA5B0499EBF5,"Bathymetric and structural data of Lake Afdera and surroundings, Afar, Ethiopia","We present data from the Lake Afdera (13.26N; 40.90E) and its surrounding. Equipped with a small inflatable boat and an echosounder (Humminbird, 899ci hd si system), we surveyed the lake to obtain its first complete bathymetric map. We further investigated the fault pattern around the lake to interpret the lineaments observed in the bathymetry.",https://doi.org/10.1594/PANGAEA.935008,2021-02-19,https://doi.pangaea.de/10.1594/PANGAEA.935008,PANGAEA
156864,34F45092-5E30-44A1-A954-CD8DD6B7313B,TREC-CS Appropriateness,"The contextual appropriateness collection consists of 1,969 pairs of trip descriptors and venue categories as features. In order to enable researchers to train their models using the contextual appropriateness of venues, we created another collection providing ground truth assessments for the contextual appropriateness of the venue categories. It completes the contextual information (i.e., trip type, group type, trip duration) for 10% of the whole TREC collection. This collection contains 760 rows including the features we already created using crowdsourcing and the context-appropriateness labels for venues. The 10% of labeled data allows to model the venues’ contextual appropriateness given the users’ context and to make prediction for the remaining 90% of the data. Below, you can see a histogram of venue-context appropriateness score ranges. We partition the histogram into 3 parts based on the scores range. Scores below −0.4 represent inappropriateness and score higher than +0.4 represent appropriateness. Scores between −0.4 and +0.4 do not provide much information and show no agreement among assessors (subjective task).",10.1145/3077136.3080752,2017-08-07,https://github.com/aliannejadi/contextual-appropriateness,contextual-appropriateness
140516,C61C7F0A-FFF0-4344-A684-8D9AB4F99564,"Urban development schemes, municipal finance and staffing in small cities in Gujarat and West Bengal: State and municipality level figures",nan,https://serval.unil.ch/en/notice/serval:BIB_A261841D47BB,2019-05-28,https://serval.unil.ch/en/notice/serval:BIB_A261841D47BB,Serval - UNIL
166482,3D1245A3-6158-4F20-BDB7-7B2B1049FF8C,Influenza A virus induced proteome changes,nan,PXD009924,2018-07-12,https://www.ebi.ac.uk/pride/archive/projects/PXD009924,PRIDE DB
166482,051A885B-F507-499E-B985-85A1672721C9,Influenza A virus induces autophagosomal targeting of ribosomal proteins,nan,PXD007809,2018-07-12,https://www.ebi.ac.uk/pride/archive/projects/PXD007809,PRIDE DB
163088,51882B8B-62B9-468F-BA68-57AAA98CE4FD,Single-Cell Analysis of Regional Differences in Adult V-SVZ Neural Stem Cell Lineages,nan,10.1016/j.celrep.2018.12.044,2019-01-01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE109447,GEO
173156,8E4C221B-F766-4B8F-9049-50D7D4D79E5C,Simultaneous enumeration of cancer and immune cell types from tumor gene expression data,"Cancers are composed of various cell types. We present an efficient algorithm to simultaneously Estimate the Proportion of Immune and Cancer cells (EPIC) from bulk tumor gene expression data. Our method integrates novel gene expression profiles from each major non-malignant cell type found in tumors, renormalization based on cell-type specific mRNA content, and the ability to consider uncharacterized and possibly highly variable cell types. Feasibility is demonstrated by validation with flow cytometry, immunohistochemistry and single-cell RNA-seq analyses of human melanoma and colorectal tumor specimens. Altogether, our work not only improves accuracy but also broadens the scope of absolute cell fraction predictions from tumor gene expression data, and provides a unique novel experimental benchmark for immunogenomics analyses in cancer research.",https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse93722,2018-11-15,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=gse93722,Gene Expression Omnibus
165672,5BC2640B-4387-4276-917D-7423212CB790,PharmaPack mobile fine-grained recognition of pharma packages,"1 000 unique packages have been collected in Enrollment setup. For enrollment each package was installed on a rotating table (covered in black color for better contrast) and 54 photos have been automatically taken by three mobile phones under different elevations and azimuths. During aquisition the fixed resolution of 8 Mpixels have been used for all phones from Samsung. Moreover, following parameters were used:resolution - 3264x2448 (100 %); flash - off; AWB - auto; exposure compensation was -2.0 EV;ISO - auto (EV and ISO can be manually increased/decreased in rare cases for problematic/special packages); brightness - 0; sharpness - 0; saturation - 0; anti-banding mode(AB) - 50Hz.PharmaPack dataset containts 2 recognition setups:PharmaPack-R-I-S1: enrolled on a simple background;PharmaPack-R-I-S2: enrolled on the same background in hand-held position.Each recognition setup contains 300 objects corresponding to the enrolled ones. Samsung Galaxy S5 with 8 Mpixel resolution has been used for the acquisition of 8 images per package (see Pic. 2.1) corresponding to:three frontal views, two 45-degree-rotated frontal views, two projective views (right and bottom) one 1.5 scaled frontal view. In the recognition setup, the same phone parameters were used as in the enrollment except that the exposure compensation was set to 0.",http://sip.unige.ch/projects/snf-200021-165672/pharmapack/,2017-08-28,http://sip.unige.ch/projects/snf-200021-165672/pharmapack/,UNIGE
162569,3994A2B1-6EE4-428A-BD35-5FCBA5D7164A,The Mindlin Fundamental Solution - A Fourier Approach,"This notebook describes the process of derivation of the (Mindlin, 1936) fundamental solution in a hybrid Fourier/physical space, convenient for the half-space nature of the solution and numerical application of the Mindlin tensor via a Fast-Fourier Transform (FFT).",10.5281/zenodo.1492149,2018-11-20,https://zenodo.org/record/1492149#.XcmGlago-EI,zenodo
176177,D55A0E0C-EECF-4281-8AF1-1BC13F165776,Mitochondrial ADP-ribosylation regulates NAD+-dependent genotoxic stress responses,nan,PXD013918,,https://www.ebi.ac.uk/pride/archive/projects/PXD013918,PRIDE proteomics reposritory
176177,7FFB9275-5852-4644-A71F-2797CF0217C0,MyoD induces ARTD1-dependent nuclear ADP-ribosylation during fibroblasts to myoblasts trans-differentiation,nan,PRJNA610985,,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA610985,NCBI Bioproject database
175667,9C6D2779-A3AD-4BAB-A0E8-19E6A44E6C84,Ascending neurons convey behavioral state to integrative sensory and action selection centers in the brain,nan,https://dataverse.harvard.edu/dataverse/AN,,https://dataverse.harvard.edu/dataverse/AN,Harvard Dataverse
175667,405F4D52-8004-4E44-B586-A143B5EF7C3A,Long-term imaging of the ventral nerve cord in behaving adult Drosophila,nan,https://dataverse.harvard.edu/dataverse/long_term_imaging_vnc_drosophila,,https://dataverse.harvard.edu/dataverse/long_term_imaging_vnc_drosophila,Harvard Dataverse
160328,A9E7D3AF-773D-44AB-9FDB-25A9F4058175,A selfish genetic element linked to increased lifespan impacts metabolism in female house mice,"Gene drive systems can lead to the evolution of traits that further enhance the transmission of the driving element. In gene drive, one allele is transmitted to offspring at a higher frequency than the homologous allele. This has a range of consequences, which generally include a reduction in fitness of the carrier of the driving allele, making such systems selfish. The t haplotype is one such driver, found in house mice. It is linked to a reduction in litter size in matings among heterozygous animals, but also to increased lifespan in wild females that carry it. Here, we tested whether carrying the t haplotype was associated with altered resting metabolic rate (RMR). We show that females carrying the t haplotype decrease RMR as they increase in size, compared to wildtype females or males of either genotype. Our study elucidates a plausible mechanism by which a selfish genetic element increases lifespan.",10.5061/dryad.k71rd89,2019-12-17,https://datadryad.org/stash/dataset/doi:10.5061/dryad.k71rd89,Dryad
